doc_idx,filename,category,snippet_text
477,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT.PDF",Agreement Date,"['October 3, 2018']"
477,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT.PDF",Effective Date,"['October 3, 2018']"
477,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT.PDF",Expiration Date,"['Subject to earlier termination as provided in this Agreement, the initial term of this Agreement shall be for a period beginning on the Effective Date and ending ten (10) years thereafter unless this Agreement is terminated earlier as provided herein.']"
477,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT.PDF",Renewal Term,['This Agreement will renew automatically thereafter for successive one-year terms unless and until one Party gives notification of termination with at least sixty (60) days written notice.']
477,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT.PDF",Notice Period To Terminate Renewal,['This Agreement will renew automatically thereafter for successive one-year terms unless and until one Party gives notification of termination with at least sixty (60) days written notice.']
478,NATIONALPROCESSINGINC_07_18_1996-EX-10.4-SPONSORSHIP AGREEMENT.PDF,Parties,"['NPC', 'NCB', 'National Processing Company', 'National City Bank of Kentucky']"
478,NATIONALPROCESSINGINC_07_18_1996-EX-10.4-SPONSORSHIP AGREEMENT.PDF,Effective Date,"['June 30, 1996']"
478,NATIONALPROCESSINGINC_07_18_1996-EX-10.4-SPONSORSHIP AGREEMENT.PDF,Expiration Date,['The term of this Agreement shall be five years commencing on the Effective Date and ending at the close of business on the fifth anniversary of the Effective Date.']
478,NATIONALPROCESSINGINC_07_18_1996-EX-10.4-SPONSORSHIP AGREEMENT.PDF,Renewal Term,['This Agreement shall automatically renew for successive one-year terms unless one party gives the other party written notice of non-renewal at least six months prior to automatic renewal.']
478,NATIONALPROCESSINGINC_07_18_1996-EX-10.4-SPONSORSHIP AGREEMENT.PDF,Notice Period To Terminate Renewal,['This Agreement shall automatically renew for successive one-year terms unless one party gives the other party written notice of non-renewal at least six months prior to automatic renewal.']
479,PACIFICSYSTEMSCONTROLTECHNOLOGYINC_08_24_2000-EX-10.53-SPONSORSHIP AGREEMENT.PDF,Parties,"['(""SLD"")', 'American Champion Media, Inc.', 'the ""Event""', 'ACM', 'Shun Li De Commerce & Trading Ltd']"
479,PACIFICSYSTEMSCONTROLTECHNOLOGYINC_08_24_2000-EX-10.53-SPONSORSHIP AGREEMENT.PDF,Agreement Date,"['April 14, 2000']"
480,PROLONGINTERNATIONALCORP_03_23_1998-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Parties,"['Sabco', 'SABCO RACING, INC.', 'Prolong', 'Prolong Super Lubricants']"
480,PROLONGINTERNATIONALCORP_03_23_1998-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Agreement Date,['19th day of December 1997']
480,PROLONGINTERNATIONALCORP_03_23_1998-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Expiration Date,['The term of this Agreement shall commence with the first race             ----- of the 1998 Winston Cup season and shall continue until the final race of the  year-2000 Winston Cup season.']
481,NETGROCERINC_07_31_1998-EX-10.15-SPONSORSHIP AGREEMENT.PDF,Parties,"['Excite', 'Excite, Inc.', 'NetGrocer, Inc.', 'NetGrocer']"
481,NETGROCERINC_07_31_1998-EX-10.15-SPONSORSHIP AGREEMENT.PDF,Agreement Date,"['15th day of December, 1997']"
481,NETGROCERINC_07_31_1998-EX-10.15-SPONSORSHIP AGREEMENT.PDF,Effective Date,"['15th day of December, 1997']"
481,NETGROCERINC_07_31_1998-EX-10.15-SPONSORSHIP AGREEMENT.PDF,Expiration Date,"[""The term of this Agreement will begin on December 15, 1997                   and will end the later of (i) December 15, 1999 or (ii)                   Excite's delivery of all of the guaranteed Click-throughs                   described in Section 1(f).""]"
482,SONUSCORP_03_12_1997-EX-10.11-SPONSORSHIP AGREEMENT.PDF,Parties,"['the ""Sponsor""', 'C.M. OLIVER & COMPANY LIMITED', 'HEALTHCARE CAPITAL CORP.', 'the ""Issuer""']"
482,SONUSCORP_03_12_1997-EX-10.11-SPONSORSHIP AGREEMENT.PDF,Agreement Date,"['March 13, 1996']"
482,SONUSCORP_03_12_1997-EX-10.11-SPONSORSHIP AGREEMENT.PDF,Expiration Date,"['This Agreement shall  terminate and,  subject to the provisions set forth below, be of no further  force or effect on the exercise by the Sponsor of its right to terminate  this Agreement as provided in subsection  6.2,  provided that, in any event,  sections  3, 7 and 8 and, in the event that such  termination  occurs by virtue of paragraph  6.2(b),  subsection 2.5 shall not terminate  (except as set forth  therein)  and shall  continue in full force and effect for the benefit of the Sponsor or the other parties to this Agreement, as the case may be.']"
483,RUBIOSRESTAURANTSINC_03_31_2008-EX-10.75-SPONSORSHIP AGREEMENT.PDF,Parties,"['SAN DIEGO BALLPARK FUNDING LLC SPONSOR', ""Rubio's Fresh Mexican Grill""]"
483,RUBIOSRESTAURANTSINC_03_31_2008-EX-10.75-SPONSORSHIP AGREEMENT.PDF,Agreement Date,['3/21/08']
483,RUBIOSRESTAURANTSINC_03_31_2008-EX-10.75-SPONSORSHIP AGREEMENT.PDF,Effective Date,"['The term (the ""Term"") shall commence on November 1, 2007 and end on October 31, 2008 (unless terminated earlier in accordance with the General Provisions).']"
483,RUBIOSRESTAURANTSINC_03_31_2008-EX-10.75-SPONSORSHIP AGREEMENT.PDF,Expiration Date,"['The term (the ""Term"") shall commence on November 1, 2007 and end on October 31, 2008 (unless terminated earlier in accordance with the General Provisions).']"
484,TICKETSCOMINC_06_22_1999-EX-10.22-SPONSORSHIP AGREEMENT.PDF,Parties,"['Tickets', 'MP3.com, Inc.,', 'MP3.com', 'Tickets.com, Inc.,']"
484,TICKETSCOMINC_06_22_1999-EX-10.22-SPONSORSHIP AGREEMENT.PDF,Agreement Date,"['February 17, 1999']"
484,TICKETSCOMINC_06_22_1999-EX-10.22-SPONSORSHIP AGREEMENT.PDF,Effective Date,"['February 17, 1999']"
484,TICKETSCOMINC_06_22_1999-EX-10.22-SPONSORSHIP AGREEMENT.PDF,Expiration Date,"[""This Agreement shall commence on the Effective Date and shall remain in full force and effect until one (1) year subsequent to the Effective Date, provided however, that Tickets may terminate this Agreement for any reason upon thirty (30) days' notice to MP3. com at any time prior to the expiration of sixty (60) days subsequent to the Effective Date.""]"
484,TICKETSCOMINC_06_22_1999-EX-10.22-SPONSORSHIP AGREEMENT.PDF,Renewal Term,"['Furthermore, for a thirty (30) day period, beginning thirty (30) days prior to the first anniversary of this Agreement, Tickets shall have the right to renew the Agreement for another year with Sponsor Fees that do not exceed a [***] percent increase over the existing Sponsor Fees.']"
485,"VNUE,INC_07_10_2015-EX-10.1-SPONSORSHIP AGREEMENT.PDF",Parties,"['ANTHEMIC', 'ANTHEMIC, LLC', 'Sponsor""', 'VNUE INC']"
485,"VNUE,INC_07_10_2015-EX-10.1-SPONSORSHIP AGREEMENT.PDF",Agreement Date,"['June 23, 2015']"
485,"VNUE,INC_07_10_2015-EX-10.1-SPONSORSHIP AGREEMENT.PDF",Effective Date,"['JUNE 23, 2015']"
485,"VNUE,INC_07_10_2015-EX-10.1-SPONSORSHIP AGREEMENT.PDF",Expiration Date,"['This term of this Agreement commences on the Effective Date and terminates on August 2nd, 2015 upon completion of event.']"
486,"ADIANUTRITION,INC_04_01_2005-EX-10.D2-RESELLER AGREEMENT.PDF",Parties,"['PivX', 'Detto Technologies', 'Detto', 'PivX Corporation']"
486,"ADIANUTRITION,INC_04_01_2005-EX-10.D2-RESELLER AGREEMENT.PDF",Agreement Date,"['this ___ day of _________, 2004']"
486,"ADIANUTRITION,INC_04_01_2005-EX-10.D2-RESELLER AGREEMENT.PDF",Effective Date,"['this ___ day of _________, 2004']"
486,"ADIANUTRITION,INC_04_01_2005-EX-10.D2-RESELLER AGREEMENT.PDF",Expiration Date,['The term of this Agreement shall commence on the Effective Date and continue for six (6) months.']
487,DIVERSINETCORP_03_01_2012-EX-4-RESELLER AGREEMENT.PDF,Parties,"['2205925 Ontario Limited', 'Diversinet', 'Diversinet Corp.', 'Reseller']"
487,DIVERSINETCORP_03_01_2012-EX-4-RESELLER AGREEMENT.PDF,Agreement Date,"['January 11, 2011']"
487,DIVERSINETCORP_03_01_2012-EX-4-RESELLER AGREEMENT.PDF,Effective Date,"['January 11, 2011']"
487,DIVERSINETCORP_03_01_2012-EX-4-RESELLER AGREEMENT.PDF,Expiration Date,"['The term of this Agreement shall begin on the Effective Date and continue in effect for a period of five (5) years (the ""Initial Term""), unless sooner  terminated in accordance with the provisions set out herein.']"
487,DIVERSINETCORP_03_01_2012-EX-4-RESELLER AGREEMENT.PDF,Renewal Term,"['Upon expiration of the Initial Term, this Agreement shall automatically renew for  consecutive one (1) year periods, unless terminated by Reseller within sixty (60) days prior to the expiration of the Initial Term or any renewal term,  as the case may be (the Initial Term and each renewal term, collectively, the ""Term"").']"
487,DIVERSINETCORP_03_01_2012-EX-4-RESELLER AGREEMENT.PDF,Notice Period To Terminate Renewal,"['Upon expiration of the Initial Term, this Agreement shall automatically renew for  consecutive one (1) year periods, unless terminated by Reseller within sixty (60) days prior to the expiration of the Initial Term or any renewal term,  as the case may be (the Initial Term and each renewal term, collectively, the ""Term"").']"
488,WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT.PDF,Parties,"['TouchStar', 'Reseller', 'WORLDWIDE STRATEGIES', 'TOUCHSTAR SOFTWARE CORPORATION']"
488,WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT.PDF,Agreement Date,"['14 day of SEPTEMBER, 200_']"
488,WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT.PDF,Effective Date,"['14 day of SEPTEMBER, 200_']"
488,WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT.PDF,Expiration Date,"['This Agreement shall continue in force for a term           of twelve (12) months from the Effective Date, unless terminated           earlier under the provisions of this Article 8 (the ""Term""); PROVIDED           that TouchStar shall have the right to terminate this Agreement at any           time after the Effective Date upon not less than fifteen (15) days\'           prior written notice to Reseller.']"
489,"BELLRINGBRANDS,INC_02_07_2020-EX-10.18-MASTER SUPPLY AGREEMENT.PDF",Parties,"['""Supplier"" or ""Fonterra""', 'Fonterra (USA) Inc.', 'Premier Nutrition Company, LLC', '""Buyer"" or ""PNC""', 'each a ""Party"", collectively ""Parties""']"
489,"BELLRINGBRANDS,INC_02_07_2020-EX-10.18-MASTER SUPPLY AGREEMENT.PDF",Agreement Date,['31 October 2019']
489,"BELLRINGBRANDS,INC_02_07_2020-EX-10.18-MASTER SUPPLY AGREEMENT.PDF",Effective Date,['31 October 2019']
489,"BELLRINGBRANDS,INC_02_07_2020-EX-10.18-MASTER SUPPLY AGREEMENT.PDF",Expiration Date,"['This Agreement will commence on the Effective Date and continue for an Initial Term of five (5) years, and will automatically renew for additional periods of five (5) years unless one Party notifies the other of its intention not to renew, no less than 12 months prior to the expiration of the then-current term, unless terminated as permitted under this Agreement.']"
489,"BELLRINGBRANDS,INC_02_07_2020-EX-10.18-MASTER SUPPLY AGREEMENT.PDF",Renewal Term,"['This Agreement will commence on the Effective Date and continue for an Initial Term of five (5) years, and will automatically renew for additional periods of five (5) years unless one Party notifies the other of its intention not to renew, no less than 12 months prior to the expiration of the then-current term, unless terminated as permitted under this Agreement.']"
489,"BELLRINGBRANDS,INC_02_07_2020-EX-10.18-MASTER SUPPLY AGREEMENT.PDF",Notice Period To Terminate Renewal,"['This Agreement will commence on the Effective Date and continue for an Initial Term of five (5) years, and will automatically renew for additional periods of five (5) years unless one Party notifies the other of its intention not to renew, no less than 12 months prior to the expiration of the then-current term, unless terminated as permitted under this Agreement.']"
490,BIOFRONTERAAG_04_29_2019-EX-4.17-SUPPLY AGREEMENT.PDF,Parties,"['CUTANEA', 'Ferrer Internacional, S.A.', 'Cutanea Life Sciences, Inc.', 'hereinafter indistinctly referred to as ""Ferrer"" and/or ""Supplier""', 'CUTANEA and Ferrer taken together hereinafter are referred to as ""PARTIES"".']"
490,BIOFRONTERAAG_04_29_2019-EX-4.17-SUPPLY AGREEMENT.PDF,Agreement Date,"['this ____ day of March, 2018']"
490,BIOFRONTERAAG_04_29_2019-EX-4.17-SUPPLY AGREEMENT.PDF,Effective Date,"['this ____ day of March, 2018']"
490,BIOFRONTERAAG_04_29_2019-EX-4.17-SUPPLY AGREEMENT.PDF,Expiration Date,['This Agreement comes into force as of the Effective Date and shall remain valid during the term of the LSA.']
491,FUSIONPHARMACEUTICALSINC_06_05_2020-EX-10.17-Supply Agreement - FUSION.PDF,Parties,"['CPDC', 'Centre for Probe Development and Commercialization', 'FUSION Pharmaceuticals Inc.', '(together the ""Parties"" each a ""Party"")', 'FUSION']"
491,FUSIONPHARMACEUTICALSINC_06_05_2020-EX-10.17-Supply Agreement - FUSION.PDF,Effective Date,"['effective as of the date of last signing (""Effective Date"")']"
491,FUSIONPHARMACEUTICALSINC_06_05_2020-EX-10.17-Supply Agreement - FUSION.PDF,Expiration Date,"['This Supply Agreement shall commence on the Effective Date, and shall continue for a period of [***] unless terminated earlier in accordance with the terms of this Supply Agreement.']"
491,FUSIONPHARMACEUTICALSINC_06_05_2020-EX-10.17-Supply Agreement - FUSION.PDF,Renewal Term,"['Following the Term, this Supply Agreement shall automatically renew for successive periods of one (1) year (each a ""Renewal Term""), unless a Party delivers written notice of non-renewal to the other Party [***] prior to the end of the applicable term.']"
491,FUSIONPHARMACEUTICALSINC_06_05_2020-EX-10.17-Supply Agreement - FUSION.PDF,Notice Period To Terminate Renewal,"['Following the Term, this Supply Agreement shall automatically renew for successive periods of one (1) year (each a ""Renewal Term""), unless a Party delivers written notice of non-renewal to the other Party [***] prior to the end of the applicable term.']"
492,"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT.PDF",Parties,"['HOVIONE INTER AG', 'INTERSECT ENT, Inc.', 'OVIONE and INTERSECT are each sometimes referred to herein as a ""Party"" and together as the ""Parties.""', 'HOVIONE', 'INTERSECT']"
492,"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT.PDF",Agreement Date,"['20t h day of January, 2020']"
492,"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT.PDF",Effective Date,"['20t h day of January, 2020']"
492,"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT.PDF",Expiration Date,"['Unless terminated in accordance with the provisions of Section 10.2 below, the term of this Agreement shall commence on the Effective Date and shall continue in effect for a FIVE (5) year period.']"
493,ULTRAGENYXPHARMACEUTICALINC_12_23_2013-EX-10.9-SUPPLY AGREEMENT.PDF,Parties,"['Ultragenyx Pharmaceutical Inc', 'Cremer', 'Ultragenyx', 'CREMER OLEO GmbH & Co KG']"
493,ULTRAGENYXPHARMACEUTICALINC_12_23_2013-EX-10.9-SUPPLY AGREEMENT.PDF,Agreement Date,"['November 19t h, 2012']"
493,ULTRAGENYXPHARMACEUTICALINC_12_23_2013-EX-10.9-SUPPLY AGREEMENT.PDF,Expiration Date,"['This Agreement shall become effective on the date of its execution and shall remain in force for three years (the ""Initial Term"").']"
493,ULTRAGENYXPHARMACEUTICALINC_12_23_2013-EX-10.9-SUPPLY AGREEMENT.PDF,Renewal Term,"['Thereafter, the Agreement shall be automatically renewed for additional two year periods (each a ""Renewal Term"", the Initial Term and all Renewal Terms, the ""Term"") unless either Party notifies the other Party of its intention not to renew in writing at least three calendar months before the expiration of the then current Term.']"
